alert_id,alert_date,alert_type,severity,subject_type,subject_id,disposition,analyst_notes
ALRT0000001,2022-08-30,value_mismatch,high,transaction,TXN0002512,closed,Routine system-generated alert; no further linkage identified.
ALRT0000478,2023-06-08,value_mismatch,low,transaction,TXN0005412,open,Routine system-generated alert; no further linkage identified.
ALRT0000479,2022-10-04,unusual_routing,medium,transaction,TXN0003519,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000480,2023-11-12,late_shipment,low,transaction,TXN0004831,open,Routine system-generated alert; no further linkage identified.
ALRT0000481,2022-07-14,repeat_counterparty_flag,medium,transaction,TXN0002668,closed,Routine system-generated alert; no further linkage identified.
ALRT0000482,2024-02-24,unusual_routing,low,transaction,TXN0000905,open,Routine system-generated alert; no further linkage identified.
ALRT0000483,2022-12-10,documentation_gap,low,transaction,TXN0000034,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000484,2023-01-01,unusual_routing,low,transaction,TXN0005270,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000485,2023-07-14,third_party_payment,medium,transaction,TXN0003382,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000486,2023-09-21,value_mismatch,medium,transaction,TXN0004005,open,Routine system-generated alert; no further linkage identified.
ALRT0000487,2022-12-16,documentation_gap,low,transaction,TXN0003150,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000488,2022-08-14,repeat_counterparty_flag,low,transaction,TXN0001718,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000489,2024-09-11,third_party_payment,high,transaction,TXN0004684,open,Routine system-generated alert; no further linkage identified.
ALRT0000490,2022-03-11,unusual_routing,low,transaction,TXN0001116,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000491,2024-04-20,high_value_threshold,low,transaction,TXN0003607,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000492,2025-01-21,third_party_payment,low,transaction,TXN0002431,closed,Routine system-generated alert; no further linkage identified.
ALRT0000493,2024-02-18,unusual_routing,high,transaction,TXN0000591,closed,Routine system-generated alert; no further linkage identified.
ALRT0000494,2024-04-13,value_mismatch,low,transaction,TXN0001656,open,Routine system-generated alert; no further linkage identified.
ALRT0000495,2024-07-09,repeat_counterparty_flag,medium,transaction,TXN0003239,open,Routine system-generated alert; no further linkage identified.
ALRT0000496,2023-12-11,value_mismatch,low,transaction,TXN0002853,closed,Routine system-generated alert; no further linkage identified.
ALRT0000497,2024-01-08,high_value_threshold,low,transaction,TXN0002653,open,Routine system-generated alert; no further linkage identified.
ALRT0000498,2022-09-08,high_value_threshold,low,transaction,TXN0001063,closed,Routine system-generated alert; no further linkage identified.
ALRT0000499,2022-07-23,third_party_payment,low,transaction,TXN0002754,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000500,2023-02-28,high_value_threshold,low,transaction,TXN0000084,open,Routine system-generated alert; no further linkage identified.
ALRT0000501,2022-07-10,documentation_gap,high,transaction,TXN0001603,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000502,2022-03-23,late_shipment,low,transaction,TXN0000727,closed,Routine system-generated alert; no further linkage identified.
ALRT0000503,2022-04-11,unusual_routing,low,transaction,TXN0003478,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000504,2023-10-08,repeat_counterparty_flag,high,transaction,TXN0000901,open,Routine system-generated alert; no further linkage identified.
ALRT0000505,2024-10-24,unusual_routing,low,transaction,TXN0005182,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000506,2022-06-22,high_value_threshold,low,transaction,TXN0004379,open,Routine system-generated alert; no further linkage identified.
ALRT0000507,2023-09-26,documentation_gap,medium,transaction,TXN0005634,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000508,2023-10-25,late_shipment,low,transaction,TXN0004282,closed,Routine system-generated alert; no further linkage identified.
ALRT0000509,2022-08-25,high_value_threshold,low,transaction,TXN0003423,closed,Routine system-generated alert; no further linkage identified.
ALRT0000510,2023-04-24,unusual_routing,medium,transaction,TXN0003576,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000511,2024-02-01,unusual_routing,medium,transaction,TXN0000154,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000512,2022-08-30,documentation_gap,low,transaction,TXN0001660,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000513,2025-01-02,third_party_payment,medium,transaction,TXN0003062,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000514,2024-05-11,third_party_payment,low,transaction,TXN0001016,closed,Routine system-generated alert; no further linkage identified.
ALRT0000515,2024-06-19,third_party_payment,medium,transaction,TXN0005140,closed,Routine system-generated alert; no further linkage identified.
ALRT0000516,2023-12-27,value_mismatch,high,transaction,TXN0002480,closed,Routine system-generated alert; no further linkage identified.
ALRT0000517,2022-05-29,third_party_payment,medium,transaction,TXN0000875,open,Routine system-generated alert; no further linkage identified.
ALRT0000518,2024-11-07,repeat_counterparty_flag,high,transaction,TXN0003779,closed,Routine system-generated alert; no further linkage identified.
ALRT0000519,2023-03-26,repeat_counterparty_flag,low,transaction,TXN0003569,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000520,2022-09-25,high_value_threshold,low,transaction,TXN0002357,open,Routine system-generated alert; no further linkage identified.
ALRT0000521,2023-05-11,late_shipment,low,transaction,TXN0004937,open,Routine system-generated alert; no further linkage identified.
ALRT0000522,2025-01-25,third_party_payment,low,transaction,TXN0005431,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000523,2023-12-29,unusual_routing,low,transaction,TXN0004817,closed,Routine system-generated alert; no further linkage identified.
ALRT0000524,2023-05-07,high_value_threshold,low,transaction,TXN0005834,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000525,2022-02-20,unusual_routing,low,transaction,TXN0000599,open,Routine system-generated alert; no further linkage identified.
ALRT0000526,2022-06-05,repeat_counterparty_flag,low,transaction,TXN0005342,open,Routine system-generated alert; no further linkage identified.
ALRT0000527,2023-02-17,third_party_payment,medium,transaction,TXN0004550,closed,Routine system-generated alert; no further linkage identified.
ALRT0000528,2022-06-04,repeat_counterparty_flag,low,transaction,TXN0001477,open,Routine system-generated alert; no further linkage identified.
ALRT0000529,2024-04-30,high_value_threshold,medium,transaction,TXN0001993,closed,Routine system-generated alert; no further linkage identified.
ALRT0000530,2022-12-19,high_value_threshold,medium,transaction,TXN0003753,open,Routine system-generated alert; no further linkage identified.
ALRT0000531,2025-01-07,high_value_threshold,medium,transaction,TXN0002018,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000532,2024-08-26,high_value_threshold,low,transaction,TXN0003291,closed,Routine system-generated alert; no further linkage identified.
ALRT0000533,2024-10-31,third_party_payment,medium,transaction,TXN0002779,open,Routine system-generated alert; no further linkage identified.
ALRT0000534,2022-10-09,high_value_threshold,low,transaction,TXN0000012,closed,Routine system-generated alert; no further linkage identified.
ALRT0000535,2022-03-24,high_value_threshold,low,transaction,TXN0005689,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000536,2023-03-02,third_party_payment,low,transaction,TXN0003578,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000537,2022-02-05,late_shipment,low,transaction,TXN0003206,open,Routine system-generated alert; no further linkage identified.
ALRT0000538,2024-06-09,high_value_threshold,medium,transaction,TXN0004299,open,Routine system-generated alert; no further linkage identified.
ALRT0000539,2024-04-25,repeat_counterparty_flag,low,transaction,TXN0002782,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000540,2022-10-26,repeat_counterparty_flag,low,transaction,TXN0002679,open,Routine system-generated alert; no further linkage identified.
ALRT0000541,2022-06-30,value_mismatch,low,transaction,TXN0000626,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000542,2022-06-23,third_party_payment,medium,transaction,TXN0003946,closed,Routine system-generated alert; no further linkage identified.
ALRT0000543,2023-05-26,late_shipment,low,transaction,TXN0002041,open,Routine system-generated alert; no further linkage identified.
ALRT0000544,2022-07-14,value_mismatch,medium,transaction,TXN0003731,closed,Routine system-generated alert; no further linkage identified.
ALRT0000545,2022-01-22,documentation_gap,low,transaction,TXN0001899,open,Routine system-generated alert; no further linkage identified.
ALRT0000546,2023-03-27,third_party_payment,high,transaction,TXN0005195,open,Routine system-generated alert; no further linkage identified.
ALRT0000547,2023-07-02,unusual_routing,low,transaction,TXN0004017,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000548,2022-04-15,value_mismatch,high,transaction,TXN0000600,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000549,2024-09-19,value_mismatch,medium,transaction,TXN0002820,closed,Routine system-generated alert; no further linkage identified.
ALRT0000550,2022-07-20,late_shipment,low,transaction,TXN0003171,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000551,2022-08-02,late_shipment,low,transaction,TXN0004281,open,Routine system-generated alert; no further linkage identified.
ALRT0000552,2023-11-04,high_value_threshold,medium,transaction,TXN0000809,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000553,2024-06-12,repeat_counterparty_flag,low,transaction,TXN0004787,open,Routine system-generated alert; no further linkage identified.
ALRT0000554,2023-06-01,third_party_payment,low,transaction,TXN0005482,closed,Routine system-generated alert; no further linkage identified.
ALRT0000555,2023-04-13,documentation_gap,high,transaction,TXN0004407,open,Routine system-generated alert; no further linkage identified.
ALRT0000556,2022-12-11,documentation_gap,low,transaction,TXN0002202,open,Routine system-generated alert; no further linkage identified.
ALRT0000557,2024-04-28,high_value_threshold,medium,transaction,TXN0001682,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000558,2024-01-27,high_value_threshold,low,transaction,TXN0004154,open,Routine system-generated alert; no further linkage identified.
ALRT0000559,2024-11-14,third_party_payment,low,transaction,TXN0003896,open,Routine system-generated alert; no further linkage identified.
ALRT0000560,2024-08-19,value_mismatch,medium,transaction,TXN0002626,closed,Routine system-generated alert; no further linkage identified.
ALRT0000561,2024-11-23,documentation_gap,low,transaction,TXN0002249,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000562,2024-09-05,value_mismatch,low,transaction,TXN0004121,closed,Routine system-generated alert; no further linkage identified.
ALRT0000563,2022-05-30,unusual_routing,low,transaction,TXN0003805,open,Routine system-generated alert; no further linkage identified.
ALRT0000564,2023-05-24,unusual_routing,medium,transaction,TXN0000016,closed,Routine system-generated alert; no further linkage identified.
ALRT0000565,2024-10-13,late_shipment,low,transaction,TXN0005374,closed,Routine system-generated alert; no further linkage identified.
ALRT0000566,2024-05-03,late_shipment,low,transaction,TXN0005055,closed,Routine system-generated alert; no further linkage identified.
ALRT0000567,2022-08-25,third_party_payment,low,transaction,TXN0005671,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000568,2023-01-21,third_party_payment,low,transaction,TXN0001330,open,Routine system-generated alert; no further linkage identified.
ALRT0000569,2022-06-21,value_mismatch,medium,transaction,TXN0002865,closed,Routine system-generated alert; no further linkage identified.
ALRT0000570,2024-03-18,documentation_gap,low,transaction,TXN0002877,closed,Routine system-generated alert; no further linkage identified.
ALRT0000571,2024-11-08,repeat_counterparty_flag,low,transaction,TXN0002145,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000572,2023-04-27,late_shipment,low,transaction,TXN0000692,closed,Routine system-generated alert; no further linkage identified.
ALRT0000573,2022-02-06,late_shipment,low,transaction,TXN0003654,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000574,2023-05-25,third_party_payment,low,transaction,TXN0002530,closed,Routine system-generated alert; no further linkage identified.
ALRT0000575,2024-06-27,value_mismatch,low,transaction,TXN0002622,closed,Routine system-generated alert; no further linkage identified.
ALRT0000576,2024-02-08,value_mismatch,low,transaction,TXN0001119,open,Routine system-generated alert; no further linkage identified.
ALRT0000577,2022-03-23,third_party_payment,medium,transaction,TXN0003483,closed,Routine system-generated alert; no further linkage identified.
ALRT0000578,2024-11-22,unusual_routing,low,transaction,TXN0001779,open,Routine system-generated alert; no further linkage identified.
ALRT0000579,2023-11-07,documentation_gap,high,transaction,TXN0001294,open,Routine system-generated alert; no further linkage identified.
ALRT0000580,2024-05-17,repeat_counterparty_flag,low,transaction,TXN0002371,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000581,2024-12-30,documentation_gap,medium,transaction,TXN0000624,open,Routine system-generated alert; no further linkage identified.
ALRT0000582,2023-07-06,unusual_routing,low,transaction,TXN0005664,open,Routine system-generated alert; no further linkage identified.
ALRT0000583,2023-06-20,repeat_counterparty_flag,low,transaction,TXN0005620,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000584,2024-04-24,value_mismatch,low,transaction,TXN0001970,closed,Routine system-generated alert; no further linkage identified.
ALRT0000585,2022-06-27,unusual_routing,low,transaction,TXN0000946,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000586,2022-08-12,value_mismatch,low,transaction,TXN0002957,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000587,2024-06-11,third_party_payment,low,transaction,TXN0003825,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000588,2022-07-20,late_shipment,low,transaction,TXN0001501,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000589,2024-04-16,repeat_counterparty_flag,low,transaction,TXN0001884,open,Routine system-generated alert; no further linkage identified.
ALRT0000590,2023-04-13,high_value_threshold,medium,transaction,TXN0002780,open,Routine system-generated alert; no further linkage identified.
ALRT0000591,2023-11-05,value_mismatch,low,transaction,TXN0000422,open,Routine system-generated alert; no further linkage identified.
ALRT0000592,2023-10-12,value_mismatch,medium,transaction,TXN0002767,open,Routine system-generated alert; no further linkage identified.
ALRT0000593,2022-11-01,third_party_payment,low,transaction,TXN0000722,open,Routine system-generated alert; no further linkage identified.
ALRT0000594,2023-05-21,documentation_gap,low,transaction,TXN0002340,closed,Routine system-generated alert; no further linkage identified.
ALRT0000595,2023-04-14,repeat_counterparty_flag,high,transaction,TXN0004016,open,Routine system-generated alert; no further linkage identified.
ALRT0000596,2024-10-26,high_value_threshold,medium,transaction,TXN0004184,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000597,2024-02-18,value_mismatch,low,transaction,TXN0002284,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000598,2024-08-17,value_mismatch,medium,transaction,TXN0003338,closed,Routine system-generated alert; no further linkage identified.
ALRT0000599,2023-01-10,value_mismatch,low,transaction,TXN0002118,open,Routine system-generated alert; no further linkage identified.
ALRT0000600,2023-12-12,repeat_counterparty_flag,low,transaction,TXN0002341,closed,Routine system-generated alert; no further linkage identified.
ALRT0000601,2023-05-15,high_value_threshold,low,transaction,TXN0000213,closed,Routine system-generated alert; no further linkage identified.
ALRT0000602,2022-09-05,late_shipment,medium,transaction,TXN0004981,closed,Routine system-generated alert; no further linkage identified.
ALRT0000603,2023-01-07,third_party_payment,medium,transaction,TXN0003320,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000604,2024-07-03,third_party_payment,low,transaction,TXN0003699,closed,Routine system-generated alert; no further linkage identified.
ALRT0000605,2022-10-28,value_mismatch,low,transaction,TXN0003028,closed,Routine system-generated alert; no further linkage identified.
ALRT0000606,2023-07-25,late_shipment,low,transaction,TXN0004722,open,Routine system-generated alert; no further linkage identified.
ALRT0000607,2023-06-23,documentation_gap,high,transaction,TXN0005302,closed,Routine system-generated alert; no further linkage identified.
ALRT0000608,2023-05-20,value_mismatch,medium,transaction,TXN0005242,open,Routine system-generated alert; no further linkage identified.
ALRT0000609,2023-09-13,unusual_routing,low,transaction,TXN0001763,closed,Routine system-generated alert; no further linkage identified.
ALRT0000610,2022-04-01,high_value_threshold,low,transaction,TXN0001158,closed,Routine system-generated alert; no further linkage identified.
ALRT0000611,2022-09-10,late_shipment,medium,transaction,TXN0003911,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000612,2022-05-22,third_party_payment,high,transaction,TXN0004785,open,Routine system-generated alert; no further linkage identified.
ALRT0000613,2023-03-25,late_shipment,low,transaction,TXN0002994,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000614,2023-08-31,high_value_threshold,low,transaction,TXN0000915,closed,Routine system-generated alert; no further linkage identified.
ALRT0000615,2024-02-28,late_shipment,high,transaction,TXN0002024,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000616,2024-07-01,repeat_counterparty_flag,medium,transaction,TXN0002650,closed,Routine system-generated alert; no further linkage identified.
ALRT0000617,2024-12-08,third_party_payment,medium,transaction,TXN0003877,open,Routine system-generated alert; no further linkage identified.
ALRT0000618,2024-09-14,repeat_counterparty_flag,low,transaction,TXN0001770,closed,Routine system-generated alert; no further linkage identified.
ALRT0000619,2023-07-10,late_shipment,high,transaction,TXN0002416,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000620,2022-05-28,value_mismatch,low,transaction,TXN0000183,closed,Routine system-generated alert; no further linkage identified.
ALRT0000621,2022-11-06,high_value_threshold,low,transaction,TXN0001255,closed,Routine system-generated alert; no further linkage identified.
ALRT0000622,2024-01-23,high_value_threshold,low,transaction,TXN0003245,closed,Routine system-generated alert; no further linkage identified.
ALRT0000623,2022-12-20,documentation_gap,high,transaction,TXN0002174,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000624,2025-02-23,high_value_threshold,low,transaction,TXN0003251,closed,Routine system-generated alert; no further linkage identified.
ALRT0000625,2024-07-11,high_value_threshold,low,transaction,TXN0004715,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000626,2023-06-04,unusual_routing,high,transaction,TXN0001783,closed,Routine system-generated alert; no further linkage identified.
ALRT0000627,2024-06-20,value_mismatch,medium,transaction,TXN0002276,open,Routine system-generated alert; no further linkage identified.
ALRT0000628,2023-09-14,high_value_threshold,low,transaction,TXN0003018,open,Routine system-generated alert; no further linkage identified.
ALRT0000629,2022-04-04,late_shipment,medium,transaction,TXN0000336,open,Routine system-generated alert; no further linkage identified.
ALRT0000630,2024-01-22,value_mismatch,low,transaction,TXN0000643,open,Routine system-generated alert; no further linkage identified.
ALRT0000631,2022-12-24,late_shipment,medium,transaction,TXN0005840,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000632,2024-10-08,unusual_routing,low,transaction,TXN0003697,closed,Routine system-generated alert; no further linkage identified.
ALRT0000633,2023-07-13,value_mismatch,low,transaction,TXN0000940,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000634,2023-07-22,documentation_gap,low,transaction,TXN0002867,closed,Routine system-generated alert; no further linkage identified.
ALRT0000635,2024-10-23,third_party_payment,low,transaction,TXN0005919,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000636,2023-04-30,documentation_gap,medium,transaction,TXN0002802,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000637,2023-06-28,third_party_payment,low,transaction,TXN0002740,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000638,2023-02-27,repeat_counterparty_flag,medium,transaction,TXN0004215,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000639,2023-12-21,unusual_routing,low,transaction,TXN0004603,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000640,2022-08-05,high_value_threshold,high,transaction,TXN0002122,open,Routine system-generated alert; no further linkage identified.
ALRT0000641,2024-06-19,third_party_payment,low,transaction,TXN0005135,open,Routine system-generated alert; no further linkage identified.
ALRT0000642,2024-01-19,late_shipment,medium,transaction,TXN0004366,closed,Routine system-generated alert; no further linkage identified.
ALRT0000643,2022-12-10,late_shipment,low,transaction,TXN0005561,closed,Routine system-generated alert; no further linkage identified.
ALRT0000644,2024-03-18,unusual_routing,low,transaction,TXN0000253,open,Routine system-generated alert; no further linkage identified.
ALRT0000645,2022-04-05,high_value_threshold,low,transaction,TXN0005033,open,Routine system-generated alert; no further linkage identified.
ALRT0000646,2022-03-08,repeat_counterparty_flag,low,transaction,TXN0003500,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000647,2025-02-09,late_shipment,low,transaction,TXN0000273,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000648,2023-06-23,documentation_gap,low,transaction,TXN0000939,closed,Routine system-generated alert; no further linkage identified.
ALRT0000649,2022-11-26,unusual_routing,low,transaction,TXN0002108,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000650,2024-05-13,unusual_routing,medium,transaction,TXN0003313,open,Routine system-generated alert; no further linkage identified.
ALRT0000651,2022-10-03,third_party_payment,medium,transaction,TXN0001689,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000652,2022-12-01,third_party_payment,low,transaction,TXN0004332,closed,Routine system-generated alert; no further linkage identified.
ALRT0000653,2024-11-25,high_value_threshold,low,transaction,TXN0004283,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000654,2022-03-19,third_party_payment,low,transaction,TXN0001265,open,Routine system-generated alert; no further linkage identified.
ALRT0000655,2023-06-01,value_mismatch,medium,transaction,TXN0005890,open,Routine system-generated alert; no further linkage identified.
ALRT0000656,2023-12-23,third_party_payment,high,transaction,TXN0000243,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000657,2023-08-13,value_mismatch,medium,transaction,TXN0001944,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000658,2022-10-20,value_mismatch,low,transaction,TXN0000844,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000659,2023-03-05,high_value_threshold,medium,transaction,TXN0005377,closed,Routine system-generated alert; no further linkage identified.
ALRT0000660,2024-07-08,third_party_payment,medium,transaction,TXN0005382,closed,Routine system-generated alert; no further linkage identified.
ALRT0000661,2022-08-16,value_mismatch,low,transaction,TXN0002124,open,Routine system-generated alert; no further linkage identified.
ALRT0000662,2025-01-09,high_value_threshold,low,transaction,TXN0005551,open,Routine system-generated alert; no further linkage identified.
ALRT0000663,2024-12-29,third_party_payment,high,transaction,TXN0003106,closed,Routine system-generated alert; no further linkage identified.
ALRT0000664,2023-04-06,third_party_payment,low,transaction,TXN0003707,open,Routine system-generated alert; no further linkage identified.
ALRT0000665,2024-07-31,third_party_payment,low,transaction,TXN0004208,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000666,2022-07-04,documentation_gap,low,transaction,TXN0001837,closed,Routine system-generated alert; no further linkage identified.
ALRT0000667,2022-03-06,third_party_payment,low,transaction,TXN0002671,open,Routine system-generated alert; no further linkage identified.
ALRT0000668,2024-04-16,third_party_payment,high,transaction,TXN0001729,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000669,2022-10-22,value_mismatch,low,transaction,TXN0002485,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000670,2024-03-09,late_shipment,medium,transaction,TXN0001355,closed,Routine system-generated alert; no further linkage identified.
ALRT0000671,2023-05-06,late_shipment,medium,transaction,TXN0004598,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000672,2022-08-09,documentation_gap,low,transaction,TXN0005758,closed,Routine system-generated alert; no further linkage identified.
ALRT0000673,2024-08-22,third_party_payment,low,transaction,TXN0000542,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000674,2024-02-20,value_mismatch,high,transaction,TXN0005054,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000675,2024-04-17,value_mismatch,low,transaction,TXN0000205,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000676,2024-11-01,third_party_payment,low,transaction,TXN0003653,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000677,2024-08-12,third_party_payment,high,transaction,TXN0002117,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000678,2023-09-09,value_mismatch,medium,transaction,TXN0001778,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000679,2024-11-24,third_party_payment,low,transaction,TXN0004019,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000680,2024-08-19,value_mismatch,high,transaction,TXN0004713,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000681,2024-11-11,unusual_routing,medium,transaction,TXN0002128,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000682,2024-08-27,repeat_counterparty_flag,high,transaction,TXN0002977,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000683,2023-04-19,third_party_payment,high,transaction,TXN0003475,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000684,2022-12-13,unusual_routing,low,transaction,TXN0003453,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000685,2024-10-06,third_party_payment,medium,transaction,TXN0002468,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000686,2022-05-16,value_mismatch,medium,transaction,TXN0000697,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000687,2024-02-05,value_mismatch,low,transaction,TXN0000344,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000688,2022-03-30,third_party_payment,high,transaction,TXN0004865,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000689,2022-09-24,repeat_counterparty_flag,low,transaction,TXN0002197,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000690,2022-09-20,unusual_routing,medium,transaction,TXN0000413,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000691,2023-05-20,unusual_routing,medium,transaction,TXN0003834,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000692,2023-04-18,third_party_payment,low,transaction,TXN0002869,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000693,2022-07-26,third_party_payment,medium,transaction,TXN0004291,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000694,2024-08-12,unusual_routing,medium,transaction,TXN0002054,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000695,2024-02-04,third_party_payment,medium,transaction,TXN0001995,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000696,2023-03-13,third_party_payment,high,transaction,TXN0005414,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000697,2024-11-15,value_mismatch,medium,transaction,TXN0002051,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000698,2022-05-21,third_party_payment,medium,transaction,TXN0003860,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000699,2022-08-15,third_party_payment,medium,transaction,TXN0001860,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000700,2023-12-14,value_mismatch,high,transaction,TXN0002741,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000701,2022-02-19,third_party_payment,low,transaction,TXN0004961,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000702,2024-10-15,repeat_counterparty_flag,medium,transaction,TXN0002264,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000703,2024-11-10,value_mismatch,low,transaction,TXN0004298,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000704,2024-05-02,third_party_payment,low,transaction,TXN0002747,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000705,2024-08-20,repeat_counterparty_flag,low,transaction,TXN0004006,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000706,2023-03-14,third_party_payment,medium,transaction,TXN0004067,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000707,2022-09-14,repeat_counterparty_flag,low,transaction,TXN0003803,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000708,2024-09-30,third_party_payment,low,transaction,TXN0002698,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000709,2024-04-13,third_party_payment,medium,transaction,TXN0000640,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000710,2024-09-14,value_mismatch,low,transaction,TXN0003718,open,Pattern observed; alternative explanation not yet assessed.
ALRT0000711,2022-04-15,unusual_routing,high,transaction,TXN0005667,escalated,Pattern observed; alternative explanation not yet assessed.
ALRT0000712,2025-01-09,third_party_payment,low,transaction,TXN0003720,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000713,2024-01-23,third_party_payment,low,transaction,TXN0004699,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000714,2023-03-17,third_party_payment,low,transaction,TXN0004025,closed,Pattern observed; alternative explanation not yet assessed.
ALRT0000715,2024-02-10,value_mismatch,medium,transaction,TXN0004721,closed,Pattern observed; alternative explanation not yet assessed.
